client_id,event,timestamp
754402650,catalog,2019-11-05 14:36:29.646193
754402650,product1,2019-11-05 14:36:40.811680
754402650,cart,2019-11-05 14:36:43.302912
754402650,delivery_choice,2019-11-05 14:36:45.229770
754402650,delivery_courier,2019-11-05 14:36:46.393755
754402650,payment_choice,2019-11-05 14:36:47.325904
754402650,payment_card,2019-11-05 14:36:50.936251
754402650,payment_done,2019-11-05 14:36:51.596782
962011991,catalog,2019-11-05 14:42:10.869463
962011991,catalog,2019-11-05 14:42:24.706835
962011991,catalog,2019-11-05 14:43:03.546574
256992321,catalog,2019-11-05 22:27:00.020957
256992321,product1,2019-11-05 22:27:00.300384
256992321,cart,2019-11-05 22:27:39.788833
256992321,catalog,2019-11-05 22:27:41.439488
256992321,cart,2019-11-05 22:27:58.021360
574105483,main,2019-11-06 01:30:20.425538
574105483,catalog,2019-11-06 01:30:29.439363
574105483,catalog,2019-11-06 01:30:41.305402
574105483,catalog,2019-11-06 01:30:48.024304
574105483,catalog,2019-11-06 01:30:53.465405
574105483,product2,2019-11-06 01:31:00.869949
574105483,catalog,2019-11-06 01:31:10.913800
574105483,catalog,2019-11-06 01:31:38.507082
574105483,catalog,2019-11-06 01:31:40.354726
789409015,catalog,2019-11-06 02:15:50.829177
789409015,product1,2019-11-06 02:16:16.427528
789409015,catalog,2019-11-06 02:16:42.216770
817407344,catalog,2019-11-06 02:19:23.392732
817407344,catalog,2019-11-06 02:19:57.060781
817407344,cart,2019-11-06 02:20:23.110708
817407344,delivery_choice,2019-11-06 02:20:25.692816
817407344,delivery_courier,2019-11-06 02:20:26.166728
817407344,payment_choice,2019-11-06 02:20:27.534823
817407344,payment_cash,2019-11-06 02:20:27.987473
817407344,payment_done,2019-11-06 02:20:29.153449
681182808,main,2019-11-06 03:36:29.539119
681182808,catalog,2019-11-06 03:36:30.280495
681182808,catalog,2019-11-06 03:36:40.965329
681182808,product2,2019-11-06 03:36:50.919508
681182808,catalog,2019-11-06 03:37:05.406301
681182808,main,2019-11-06 03:37:05.599369
681182808,catalog,2019-11-06 03:37:10.972035
689417587,catalog,2019-11-06 04:42:12.824103
689417587,product2,2019-11-06 04:42:21.511109
650470979,main,2019-11-06 13:27:35.841960
650470979,catalog,2019-11-06 13:27:37.047979
572097469,catalog,2019-11-06 18:58:33.452680
572097469,product2,2019-11-06 18:58:36.669151
961828452,main,2019-11-06 20:55:44.701598
961828452,catalog,2019-11-06 20:55:46.266068
961828452,product2,2019-11-06 20:56:09.493021
961828452,catalog,2019-11-06 20:56:24.766841
961828452,catalog,2019-11-06 20:56:28.229315
961828452,catalog,2019-11-06 20:56:47.907972
961828452,catalog,2019-11-06 20:57:12.128277
961828452,catalog,2019-11-06 20:57:18.073301
961828452,product2,2019-11-06 20:57:23.229466
961828452,cart,2019-11-06 20:57:58.083632
961828452,delivery_choice,2019-11-06 20:57:58.616311
961828452,catalog,2019-11-06 20:57:58.780877
961828452,main,2019-11-06 20:58:04.856696
961828452,catalog,2019-11-06 20:58:20.876567
822706158,main,2019-11-07 04:05:28.484167
822706158,catalog,2019-11-07 04:05:34.026134
822706158,cart,2019-11-07 04:05:42.813465
900001552,catalog,2019-11-07 04:15:35.781288
900001552,cart,2019-11-07 04:15:53.960411
900001552,delivery_choice,2019-11-07 04:15:55.874041
900001552,delivery_courier,2019-11-07 04:15:56.356968
900001552,payment_choice,2019-11-07 04:15:56.704181
256992321,main,2019-11-07 07:13:38.995964
256992321,catalog,2019-11-07 07:13:43.917044
256992321,product1,2019-11-07 07:13:44.070076
256992321,catalog,2019-11-07 07:13:45.934463
421598096,catalog,2019-11-07 09:50:29.170220
421598096,catalog,2019-11-07 09:50:36.276960
421598096,product2,2019-11-07 09:50:58.161859
421598096,catalog,2019-11-07 09:51:40.223151
421598096,main,2019-11-07 09:51:41.697289
421598096,catalog,2019-11-07 09:51:49.786852
421598096,product1,2019-11-07 09:52:02.585454
421598096,catalog,2019-11-07 09:52:16.319031
421598096,main,2019-11-07 09:52:19.066459
629881394,main,2019-11-07 12:40:46.004674
629881394,catalog,2019-11-07 12:40:55.724185
629881394,cart,2019-11-07 12:41:04.107187
819945505,catalog,2019-11-07 20:30:23.891389
819945505,catalog,2019-11-07 20:30:39.134608
819945505,product1,2019-11-07 20:30:39.519836
819945505,catalog,2019-11-07 20:30:43.923773
819945505,cart,2019-11-07 20:30:55.235796
819945505,catalog,2019-11-07 20:31:05.696124
285842033,catalog,2019-11-07 21:56:52.220398
285842033,catalog,2019-11-07 21:57:06.556890
285842033,catalog,2019-11-07 21:57:16.666861
285842033,catalog,2019-11-07 21:57:59.879410
515655507,catalog,2019-11-08 02:04:26.205006
515655507,cart,2019-11-08 02:05:04.501142
515655507,catalog,2019-11-08 02:05:07.399075
515655507,product1,2019-11-08 02:05:15.974371
966708329,catalog,2019-11-08 03:32:39.991730
966708329,catalog,2019-11-08 03:32:51.886153
966708329,product2,2019-11-08 03:32:54.578015
966708329,catalog,2019-11-08 03:33:01.401970
831095347,catalog,2019-11-08 04:36:40.677305
831095347,product2,2019-11-08 04:36:51.471034
831095347,catalog,2019-11-08 04:36:55.620954
831095347,catalog,2019-11-08 04:37:09.559781
831095347,product1,2019-11-08 04:37:11.993033
831095347,catalog,2019-11-08 04:37:38.516478
831095347,cart,2019-11-08 04:37:46.272414
831095347,delivery_choice,2019-11-08 04:37:47.893368
831095347,delivery_courier,2019-11-08 04:37:49.672514
831095347,payment_choice,2019-11-08 04:37:50.429541
831095347,payment_card,2019-11-08 04:37:51.043611
882028530,catalog,2019-11-08 05:01:08.379796
648029228,catalog,2019-11-08 07:22:21.850749
648029228,product1,2019-11-08 07:22:26.828652
648029228,cart,2019-11-08 07:22:28.102735
648029228,delivery_choice,2019-11-08 07:22:33.887281
256305752,catalog,2019-11-08 09:42:38.164901
256305752,cart,2019-11-08 09:42:46.910037
256305752,delivery_choice,2019-11-08 09:42:48.420214
256305752,catalog,2019-11-08 09:42:50.744918
256305752,main,2019-11-08 09:43:17.567896
668944101,catalog,2019-11-08 11:15:09.693080
668944101,product1,2019-11-08 11:15:10.390467
668944101,cart,2019-11-08 11:15:22.766334
855532383,catalog,2019-11-08 14:09:47.075688
855532383,catalog,2019-11-08 14:11:37.079130
855532383,catalog,2019-11-08 14:11:59.728065
855532383,main,2019-11-08 14:12:20.319699
747775724,main,2019-11-08 15:39:33.747389
265477765,catalog,2019-11-08 15:46:32.839932
265477765,product1,2019-11-08 15:46:33.001622
265477765,cart,2019-11-08 15:46:35.130773
265477765,delivery_choice,2019-11-08 15:46:39.109882
842347550,catalog,2019-11-08 18:20:46.060249
842347550,catalog,2019-11-08 18:21:23.456362
842347550,catalog,2019-11-08 18:21:51.513803
666790097,main,2019-11-08 21:00:42.620985
666790097,catalog,2019-11-08 21:00:59.146862
666790097,product1,2019-11-08 21:01:03.890810
666790097,cart,2019-11-08 21:01:07.751711
666790097,catalog,2019-11-08 21:01:09.053145
666790097,cart,2019-11-08 21:02:40.432305
666790097,delivery_choice,2019-11-08 21:02:45.593896
666790097,catalog,2019-11-08 21:02:46.406438
666790097,product1,2019-11-08 21:02:52.126818
665474900,main,2019-11-09 00:22:47.895886
665474900,catalog,2019-11-09 00:23:14.105861
336519420,main,2019-11-09 01:51:16.911867
336519420,catalog,2019-11-09 01:51:22.582619
336519420,catalog,2019-11-09 01:52:21.449024
336519420,catalog,2019-11-09 01:52:49.455105
336519420,product2,2019-11-09 01:52:51.652937
336519420,catalog,2019-11-09 01:53:15.433867
900355355,catalog,2019-11-09 03:15:40.952919
754402650,main,2019-11-09 03:32:16.508308
754402650,catalog,2019-11-09 03:32:25.540085
754402650,product2,2019-11-09 03:32:26.363243
754402650,catalog,2019-11-09 03:32:26.795075
754402650,product1,2019-11-09 03:32:38.239493
754402650,cart,2019-11-09 03:32:52.001747
681182808,main,2019-11-09 13:36:11.575520
681182808,catalog,2019-11-09 13:36:12.897861
681182808,catalog,2019-11-09 13:38:08.766347
681182808,product1,2019-11-09 13:38:11.209323
681182808,catalog,2019-11-09 13:38:11.471245
808167240,catalog,2019-11-09 14:04:11.813528
808167240,product2,2019-11-09 14:04:32.341448
808167240,catalog,2019-11-09 14:04:42.536220
808167240,catalog,2019-11-09 14:04:50.718910
808167240,cart,2019-11-09 14:04:57.314661
808167240,catalog,2019-11-09 14:04:57.587681
808167240,product2,2019-11-09 14:04:59.581887
808167240,catalog,2019-11-09 14:05:11.476037
808167240,cart,2019-11-09 14:05:37.187212
808167240,catalog,2019-11-09 14:05:37.419993
808167240,catalog,2019-11-09 14:06:44.444792
808167240,catalog,2019-11-09 14:07:56.932810
808167240,product1,2019-11-09 14:08:04.351521
384902886,main,2019-11-09 15:30:07.665194
384902886,catalog,2019-11-09 15:30:28.729451
384902886,product1,2019-11-09 15:30:33.780796
384902886,cart,2019-11-09 15:30:50.353720
384902886,delivery_choice,2019-11-09 15:30:52.424784
384902886,delivery_courier,2019-11-09 15:30:57.199485
959955356,catalog,2019-11-09 18:01:53.856508
959955356,cart,2019-11-09 18:02:23.369766
959955356,delivery_choice,2019-11-09 18:02:26.388744
592380978,main,2019-11-09 20:54:45.523421
592380978,catalog,2019-11-09 20:54:50.202978
592380978,main,2019-11-09 20:54:51.145867
819945505,main,2019-11-09 23:51:25.835423
819945505,catalog,2019-11-09 23:51:26.518488
819945505,main,2019-11-09 23:51:34.947022
819945505,catalog,2019-11-09 23:51:39.063777
571962804,catalog,2019-11-10 02:24:37.417066
571962804,product2,2019-11-10 02:24:49.463141
571962804,catalog,2019-11-10 02:25:20.810183
571962804,main,2019-11-10 02:25:28.719245
571962804,catalog,2019-11-10 02:25:30.148401
157451212,catalog,2019-11-10 04:55:17.823919
157451212,catalog,2019-11-10 04:55:41.474020
610674539,catalog,2019-11-10 05:25:38.552604
1576626,main,2019-11-10 06:18:47.005609
380598277,main,2019-11-10 07:11:13.408275
538727243,catalog,2019-11-10 14:07:43.777655
538727243,catalog,2019-11-10 14:08:09.983241
538727243,catalog,2019-11-10 14:08:26.818169
538727243,cart,2019-11-10 14:08:40.438029
538727243,delivery_choice,2019-11-10 14:08:44.861462
538727243,delivery_courier,2019-11-10 14:08:48.693261
538727243,payment_choice,2019-11-10 14:08:49.652525
538727243,payment_cash,2019-11-10 14:08:51.037241
538727243,payment_done,2019-11-10 14:08:51.189659
302653277,catalog,2019-11-10 17:01:51.771807
302653277,cart,2019-11-10 17:02:31.088124
302653277,delivery_choice,2019-11-10 17:02:33.576548
302653277,catalog,2019-11-10 17:02:36.501515
302653277,catalog,2019-11-10 17:02:51.337761
772776562,catalog,2019-11-10 17:04:27.394313
772776562,catalog,2019-11-10 17:06:08.755704
772776562,catalog,2019-11-10 17:06:31.502604
962952209,main,2019-11-10 17:58:03.205066
962952209,catalog,2019-11-10 17:58:23.271349
426139352,main,2019-11-11 00:33:51.124614
426139352,catalog,2019-11-11 00:33:54.359537
426139352,catalog,2019-11-11 00:34:08.069610
426139352,catalog,2019-11-11 00:34:34.306259
426139352,main,2019-11-11 00:34:38.956649
426139352,catalog,2019-11-11 00:34:44.437785
426139352,catalog,2019-11-11 00:35:11.243351
426139352,cart,2019-11-11 00:35:26.344455
426139352,catalog,2019-11-11 00:35:27.654685
426139352,cart,2019-11-11 00:35:28.476022
426139352,delivery_choice,2019-11-11 00:35:28.923119
426139352,delivery_courier,2019-11-11 00:35:29.268581
426139352,payment_choice,2019-11-11 00:35:29.274642
426139352,payment_card,2019-11-11 00:35:29.882786
934700618,catalog,2019-11-11 00:57:18.693518
934700618,product1,2019-11-11 00:57:25.915503
934700618,cart,2019-11-11 00:57:42.515479
934700618,delivery_choice,2019-11-11 00:57:50.740088
934700618,catalog,2019-11-11 00:57:54.476363
934700618,catalog,2019-11-11 00:58:14.420523
934700618,catalog,2019-11-11 00:58:34.539897
934700618,catalog,2019-11-11 00:58:54.694551
934700618,cart,2019-11-11 01:00:25.083763
281106387,catalog,2019-11-11 01:50:25.925402
281106387,product2,2019-11-11 01:50:40.345190
281106387,catalog,2019-11-11 01:50:49.261703
281106387,main,2019-11-11 01:51:01.232311
281106387,catalog,2019-11-11 01:51:03.308339
906969377,catalog,2019-11-11 06:33:56.036076
906969377,product1,2019-11-11 06:34:02.027681
906969377,cart,2019-11-11 06:34:25.200975
906969377,delivery_choice,2019-11-11 06:34:26.369036
906969377,delivery_pickup,2019-11-11 06:34:27.704314
989697110,catalog,2019-11-11 07:03:00.494212
989697110,product1,2019-11-11 07:03:08.538110
989697110,catalog,2019-11-11 07:03:26.973562
989697110,catalog,2019-11-11 07:04:00.394912
989697110,catalog,2019-11-11 07:04:12.309488
989697110,catalog,2019-11-11 07:04:27.105724
989697110,product2,2019-11-11 07:04:32.205600
989697110,cart,2019-11-11 07:04:41.118009
989697110,catalog,2019-11-11 07:04:48.534374
495619698,main,2019-11-11 08:27:53.685065
495619698,catalog,2019-11-11 08:27:58.479648
495619698,cart,2019-11-11 08:28:57.953880
495619698,delivery_choice,2019-11-11 08:29:05.974558
671149125,catalog,2019-11-11 10:59:01.597820
671149125,catalog,2019-11-11 10:59:16.433670
671149125,product1,2019-11-11 10:59:41.532070
671149125,cart,2019-11-11 11:00:11.737397
671149125,catalog,2019-11-11 11:00:13.737431
671149125,catalog,2019-11-11 11:00:29.355860
671149125,catalog,2019-11-11 11:00:43.272183
671149125,cart,2019-11-11 11:01:02.315869
131875740,catalog,2019-11-11 16:26:07.770189
131875740,main,2019-11-11 16:26:08.852914
131875740,catalog,2019-11-11 16:26:11.082206
131875740,main,2019-11-11 16:26:13.035346
131875740,catalog,2019-11-11 16:26:15.898275
131875740,catalog,2019-11-11 16:26:55.256286
131875740,catalog,2019-11-11 16:27:52.869560
131875740,product1,2019-11-11 16:28:04.434615
131875740,catalog,2019-11-11 16:28:17.272375
131875740,catalog,2019-11-11 16:29:29.919747
131875740,catalog,2019-11-11 16:29:45.049372
131875740,cart,2019-11-11 16:29:51.812273
934585416,catalog,2019-11-12 00:12:26.603590
934585416,main,2019-11-12 00:12:38.316555
934585416,catalog,2019-11-12 00:12:41.534399
934585416,cart,2019-11-12 00:13:40.135800
934585416,catalog,2019-11-12 00:13:41.963168
934585416,product2,2019-11-12 00:13:49.691645
934585416,cart,2019-11-12 00:13:50.507702
934585416,catalog,2019-11-12 00:13:51.495988
934585416,product2,2019-11-12 00:13:59.887761
934585416,catalog,2019-11-12 00:14:11.268940
934585416,cart,2019-11-12 00:14:23.709140
934585416,delivery_choice,2019-11-12 00:14:24.475349
934585416,delivery_pickup,2019-11-12 00:14:24.975895
732247082,catalog,2019-11-12 02:13:05.045478
936119496,main,2019-11-12 04:08:08.482752
530349536,catalog,2019-11-12 10:03:06.441295
530349536,cart,2019-11-12 10:03:34.490371
530349536,delivery_choice,2019-11-12 10:03:36.538909
530349536,delivery_courier,2019-11-12 10:03:38.013087
530349536,payment_choice,2019-11-12 10:03:39.435086
530349536,payment_card,2019-11-12 10:03:39.650894
530349536,payment_done,2019-11-12 10:03:40.089391
679016570,catalog,2019-11-12 15:33:01.765060
679016570,cart,2019-11-12 15:33:54.227905
679016570,catalog,2019-11-12 15:33:54.710978
679016570,cart,2019-11-12 15:34:29.867780
333563635,catalog,2019-11-12 17:37:14.744416
421598096,main,2019-11-12 18:06:29.516352
421598096,catalog,2019-11-12 18:06:31.015827
421598096,catalog,2019-11-12 18:07:11.939031
421598096,catalog,2019-11-12 18:07:33.726921
421598096,catalog,2019-11-12 18:08:08.458282
421598096,catalog,2019-11-12 18:08:38.242508
421598096,product1,2019-11-12 18:08:43.136912
421598096,catalog,2019-11-12 18:08:53.272265
689417587,main,2019-11-12 18:35:22.437783
131620103,catalog,2019-11-12 21:14:03.316714
131620103,catalog,2019-11-12 21:14:26.686093
8715027,catalog,2019-11-12 22:33:16.700281
8715027,catalog,2019-11-12 22:34:10.375049
8715027,cart,2019-11-12 22:34:27.522918
8715027,delivery_choice,2019-11-12 22:34:42.471402
8715027,delivery_pickup,2019-11-12 22:34:43.458101
326635783,catalog,2019-11-13 00:50:28.074228
326635783,catalog,2019-11-13 00:51:12.785789
326635783,catalog,2019-11-13 00:51:58.532163
27716881,catalog,2019-11-13 02:43:47.886255
27716881,main,2019-11-13 02:44:09.835119
27716881,catalog,2019-11-13 02:44:15.630266
79882209,main,2019-11-13 04:56:07.715176
536170195,main,2019-11-13 07:38:18.932055
881123079,catalog,2019-11-13 09:55:05.252520
881123079,cart,2019-11-13 09:55:38.981594
857959790,catalog,2019-11-13 11:16:49.817278
857959790,catalog,2019-11-13 11:17:05.485465
857959790,catalog,2019-11-13 11:17:20.523282
857959790,product1,2019-11-13 11:17:24.736956
47885995,catalog,2019-11-13 12:17:45.182898
692291017,catalog,2019-11-13 13:05:17.596913
911940985,catalog,2019-11-13 13:19:06.766384
911940985,catalog,2019-11-13 13:19:17.047890
911940985,product2,2019-11-13 13:19:24.136786
911940985,catalog,2019-11-13 13:20:34.040802
911940985,catalog,2019-11-13 13:21:11.100792
911940985,catalog,2019-11-13 13:21:58.442733
911940985,product2,2019-11-13 13:22:25.974058
911940985,catalog,2019-11-13 13:22:29.741220
552022507,catalog,2019-11-13 13:50:43.142165
552022507,catalog,2019-11-13 13:51:05.634764
686440461,catalog,2019-11-13 15:00:39.456005
378787925,catalog,2019-11-13 15:00:59.790831
378787925,catalog,2019-11-13 15:01:56.713696
