event_name,event_timestamp,user_pseudo_id
onboarding_welcome_screen,1538394870978002000,92699c237bf5355b077557a950b451a3
lost,1538394870978003000,92699c237bf5355b077557a950b451a3
onboarding_welcome_screen,1538401077940002000,eeadbb5228f83be245c6038af424d1ae
onboarding__chooseLoginType,1538401103036002000,eeadbb5228f83be245c6038af424d1ae
onboarding_privacy_policyShown,1538401103154003000,eeadbb5228f83be245c6038af424d1ae
onboarding_login_Type2,1538401103188004000,eeadbb5228f83be245c6038af424d1ae
onboarding_privacy_policyAccepted,1538401105205007000,eeadbb5228f83be245c6038af424d1ae
passed,1538401151242012000,eeadbb5228f83be245c6038af424d1ae
onboarding_welcome_screen,1538380343536002000,c74bda21f9024a99deb23f6ad8c3b388
onboarding_otherLogin__show,1538380356163003000,c74bda21f9024a99deb23f6ad8c3b388
onboarding_otherLogin__close,1538380358792004000,c74bda21f9024a99deb23f6ad8c3b388
lost,1538380358792005000,c74bda21f9024a99deb23f6ad8c3b388
onboarding_welcome_screen,1538368130785002000,73d76b0138729d7d5043e46f5c3bcc53
onboarding_otherLogin__show,1538368134380008000,73d76b0138729d7d5043e46f5c3bcc53
onboarding_welcome_screen,1538368136578017000,73d76b0138729d7d5043e46f5c3bcc53
onboarding_welcome_screen,1538368143057030000,73d76b0138729d7d5043e46f5c3bcc53
onboarding_welcome_screen,1538368148673008000,73d76b0138729d7d5043e46f5c3bcc53
onboarding_welcome_screen,1538368151648016000,73d76b0138729d7d5043e46f5c3bcc53
onboarding_welcome_screen,1538368155059026000,73d76b0138729d7d5043e46f5c3bcc53
passed,1538368165046054000,73d76b0138729d7d5043e46f5c3bcc53
onboarding_welcome_screen,1538369846702002000,f4e195f8058c088b4b2088f598893980
onboarding_otherLogin__show,1538369906443006000,f4e195f8058c088b4b2088f598893980
onboarding_otherLogin__chooseLoginType,1538369909280012000,f4e195f8058c088b4b2088f598893980
onboarding_otherLogin_privacy_policyShown,1538369909307013000,f4e195f8058c088b4b2088f598893980
onboarding_welcome_screen,1538369963602004000,f4e195f8058c088b4b2088f598893980
onboarding_welcome_screen,1538369972687015000,f4e195f8058c088b4b2088f598893980
passed,1538369986337056000,f4e195f8058c088b4b2088f598893980
onboarding_welcome_screen,1538424646784002000,4d55105c113478184a1d8a59a7c159bd
onboarding_otherLogin__show,1538424654746009000,4d55105c113478184a1d8a59a7c159bd
onboarding_otherLogin__chooseLoginType,1538424660994019000,4d55105c113478184a1d8a59a7c159bd
onboarding_otherLogin_privacy_policyShown,1538424661027020000,4d55105c113478184a1d8a59a7c159bd
onboarding_welcome_screen,1538424729057162000,4d55105c113478184a1d8a59a7c159bd
onboarding_welcome_screen,1538424735165178000,4d55105c113478184a1d8a59a7c159bd
onboarding_welcome_screen,1538424809379023000,4d55105c113478184a1d8a59a7c159bd
onboarding_welcome_screen,1538424831232007000,4d55105c113478184a1d8a59a7c159bd
onboarding_welcome_screen,1538424833181020000,4d55105c113478184a1d8a59a7c159bd
passed,1538424833226023000,4d55105c113478184a1d8a59a7c159bd
onboarding_welcome_screen,1538389090489002000,d95cb87c975911773608e8e3a8c72a68
onboarding__chooseLoginType,1538389093729006000,d95cb87c975911773608e8e3a8c72a68
onboarding_privacy_policyShown,1538389093756007000,d95cb87c975911773608e8e3a8c72a68
onboarding_login_Type1,1538389093762008000,d95cb87c975911773608e8e3a8c72a68
onboarding_privacy_policyAccepted,1538389095373018000,d95cb87c975911773608e8e3a8c72a68
lost,1538389095373019000,d95cb87c975911773608e8e3a8c72a68
onboarding_welcome_screen,1538420913059002000,ac2bed50462de48a520b733c9ddf4aa6
onboarding_otherLogin__show,1538420925159006000,ac2bed50462de48a520b733c9ddf4aa6
onboarding_otherLogin__close,1538420926708011000,ac2bed50462de48a520b733c9ddf4aa6
onboarding__chooseLoginType,1538420930060008000,ac2bed50462de48a520b733c9ddf4aa6
onboarding_privacy_policyShown,1538420930095009000,ac2bed50462de48a520b733c9ddf4aa6
onboarding_login_Type2,1538420930104010000,ac2bed50462de48a520b733c9ddf4aa6
onboarding_privacy_policyAccepted,1538420936645016000,ac2bed50462de48a520b733c9ddf4aa6
lost,1538420936645017000,ac2bed50462de48a520b733c9ddf4aa6
onboarding_welcome_screen,1538410573309002000,46ae03c97f9f62246954e38ab508e39e
onboarding__chooseLoginType,1538410577954009000,46ae03c97f9f62246954e38ab508e39e
onboarding_privacy_policyShown,1538410578040010000,46ae03c97f9f62246954e38ab508e39e
onboarding_login_Type1,1538410578054011000,46ae03c97f9f62246954e38ab508e39e
onboarding_privacy_policyAccepted,1538410579305016000,46ae03c97f9f62246954e38ab508e39e
onboarding_welcome_screen,1538410594294010000,46ae03c97f9f62246954e38ab508e39e
onboarding_welcome_screen,1538410600955039000,46ae03c97f9f62246954e38ab508e39e
passed,1538410603836053000,46ae03c97f9f62246954e38ab508e39e
onboarding_welcome_screen,1538353074872002000,b963ea9508e553fa35ff82101a74e0c7
onboarding__chooseLoginType,1538353078050019000,b963ea9508e553fa35ff82101a74e0c7
onboarding_privacy_policyShown,1538353078082020000,b963ea9508e553fa35ff82101a74e0c7
onboarding_login_Type1,1538353078091021000,b963ea9508e553fa35ff82101a74e0c7
onboarding_privacy_policyAccepted,1538353079809037000,b963ea9508e553fa35ff82101a74e0c7
onboarding_welcome_screen,1538353087839010000,b963ea9508e553fa35ff82101a74e0c7
onboarding_welcome_screen,1538353093534057000,b963ea9508e553fa35ff82101a74e0c7
passed,1538353150001352000,b963ea9508e553fa35ff82101a74e0c7
onboarding_welcome_screen,1538373955352002000,9879766cedfbdf9b776c631829eeafe4
onboarding_otherLogin__show,1538373974483011000,9879766cedfbdf9b776c631829eeafe4
onboarding_welcome_screen,1538373979121088000,9879766cedfbdf9b776c631829eeafe4
onboarding_welcome_screen,1538373992559103000,9879766cedfbdf9b776c631829eeafe4
onboarding_welcome_screen,1538374009174158000,9879766cedfbdf9b776c631829eeafe4
onboarding_welcome_screen,1538374029610067000,9879766cedfbdf9b776c631829eeafe4
onboarding_welcome_screen,1538374030051078000,9879766cedfbdf9b776c631829eeafe4
passed,1538374127304038000,9879766cedfbdf9b776c631829eeafe4
onboarding_welcome_screen,1538423139878002000,28825218e627b8f58f83844fe2b45bc4
onboarding__chooseLoginType,1538423151580006000,28825218e627b8f58f83844fe2b45bc4
onboarding_privacy_policyShown,1538423151612007000,28825218e627b8f58f83844fe2b45bc4
onboarding_login_Type2,1538423151623008000,28825218e627b8f58f83844fe2b45bc4
onboarding_privacy_policyAccepted,1538423153547004000,28825218e627b8f58f83844fe2b45bc4
onboarding_otherLogin__show,1538423199973014000,28825218e627b8f58f83844fe2b45bc4
onboarding_welcome_screen,1538423203075020000,28825218e627b8f58f83844fe2b45bc4
onboarding_welcome_screen,1538423212193003000,28825218e627b8f58f83844fe2b45bc4
onboarding_welcome_screen,1538423214922013000,28825218e627b8f58f83844fe2b45bc4
onboarding_welcome_screen,1538423218245022000,28825218e627b8f58f83844fe2b45bc4
onboarding_welcome_screen,1538423220287031000,28825218e627b8f58f83844fe2b45bc4
onboarding_welcome_screen,1538423222184039000,28825218e627b8f58f83844fe2b45bc4
passed,1538423222272041000,28825218e627b8f58f83844fe2b45bc4
onboarding_welcome_screen,1538414409844002000,98c15d28317416220425b230a5408e08
onboarding__chooseLoginType,1538414415640006000,98c15d28317416220425b230a5408e08
onboarding_privacy_policyShown,1538414415668007000,98c15d28317416220425b230a5408e08
onboarding_login_Type1,1538414415679008000,98c15d28317416220425b230a5408e08
onboarding_privacy_policyAccepted,1538414423824100000,98c15d28317416220425b230a5408e08
onboarding__loginFailure,1538414445787004000,98c15d28317416220425b230a5408e08
onboarding_login_Type1_cancel,1538414445787005000,98c15d28317416220425b230a5408e08
onboarding_otherLogin__show,1538414452659039000,98c15d28317416220425b230a5408e08
onboarding_welcome_screen,1538414456708049000,98c15d28317416220425b230a5408e08
onboarding_welcome_screen,1538414474413099000,98c15d28317416220425b230a5408e08
onboarding_welcome_screen,1538414482952161000,98c15d28317416220425b230a5408e08
onboarding_welcome_screen,1538414494109177000,98c15d28317416220425b230a5408e08
passed,1538414505658198000,98c15d28317416220425b230a5408e08
onboarding_welcome_screen,1538351463501002000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_otherLogin__show,1538351468852004000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_otherLogin__close,1538351473803008000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_otherLogin__show,1538351475505011000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_otherLogin__chooseLoginType,1538351476941015000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_otherLogin_privacy_policyShown,1538351477013016000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_welcome_screen,1538351638355004000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_welcome_screen,1538351641167003000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_welcome_screen,1538351642714010000,7a73da0e18ffca7bf695317bb2a6dce9
passed,1538351643626017000,7a73da0e18ffca7bf695317bb2a6dce9
onboarding_welcome_screen,1538425551232002000,edf1b2490f921085a3cd473b73271649
lost,1538425551232003000,edf1b2490f921085a3cd473b73271649
onboarding_welcome_screen,1538364111732002000,1b8ca9cec66e2d576a30e1740f97c06b
onboarding_otherLogin__show,1538364124083008000,1b8ca9cec66e2d576a30e1740f97c06b
onboarding_welcome_screen,1538364127091016000,1b8ca9cec66e2d576a30e1740f97c06b
onboarding_welcome_screen,1538364151547027000,1b8ca9cec66e2d576a30e1740f97c06b
onboarding_welcome_screen,1538364157043033000,1b8ca9cec66e2d576a30e1740f97c06b
passed,1538364189790012000,1b8ca9cec66e2d576a30e1740f97c06b
onboarding_welcome_screen,1538416862746004000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_otherLogin__show,1538416881617017000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_otherLogin__close,1538416887578020000,ab85fe7305e4b71e0fb22abb274754f1
onboarding__chooseLoginType,1538416890997025000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_privacy_policyShown,1538416891164026000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_login_Type1,1538416891228027000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_privacy_policyAccepted,1538416895529002000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_welcome_screen,1538416926532001000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_welcome_screen,1538416931020009000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_otherLogin__show,1538416940530017000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_otherLogin__close,1538416942777020000,ab85fe7305e4b71e0fb22abb274754f1
onboarding__chooseLoginType,1538416943877023000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_login_Type1,1538416943892024000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_welcome_screen,1538416955755028000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_welcome_screen,1538416959301036000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_welcome_screen,1538416979391004000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_welcome_screen,1538416983962009000,ab85fe7305e4b71e0fb22abb274754f1
passed,1538416991313018000,ab85fe7305e4b71e0fb22abb274754f1
onboarding_welcome_screen,1538403391729002000,981dc19dca02baf06f11cf2826672ad3
onboarding__chooseLoginType,1538403400232008000,981dc19dca02baf06f11cf2826672ad3
onboarding_privacy_policyShown,1538403400255009000,981dc19dca02baf06f11cf2826672ad3
onboarding_login_Type1,1538403400261010000,981dc19dca02baf06f11cf2826672ad3
onboarding_privacy_policyAccepted,1538403402489019000,981dc19dca02baf06f11cf2826672ad3
onboarding_welcome_screen,1538403413451010000,981dc19dca02baf06f11cf2826672ad3
onboarding_welcome_screen,1538403418279026000,981dc19dca02baf06f11cf2826672ad3
passed,1538403428082051000,981dc19dca02baf06f11cf2826672ad3
onboarding_welcome_screen,1538381527736002000,6af0e52c9b1e57a3e5b9d8caf24edbb2
onboarding_otherLogin__show,1538381544160003000,6af0e52c9b1e57a3e5b9d8caf24edbb2
onboarding_welcome_screen,1538381549804008000,6af0e52c9b1e57a3e5b9d8caf24edbb2
onboarding_welcome_screen,1538381577354003000,6af0e52c9b1e57a3e5b9d8caf24edbb2
onboarding_welcome_screen,1538381581543008000,6af0e52c9b1e57a3e5b9d8caf24edbb2
onboarding_welcome_screen,1538381623841078000,6af0e52c9b1e57a3e5b9d8caf24edbb2
onboarding_welcome_screen,1538381632444084000,6af0e52c9b1e57a3e5b9d8caf24edbb2
passed,1538381639330094000,6af0e52c9b1e57a3e5b9d8caf24edbb2
onboarding_welcome_screen,1538410806044002000,e9ea2cc35b5f3927a5aa9473013c222c
onboarding__chooseLoginType,1538410818162003000,e9ea2cc35b5f3927a5aa9473013c222c
onboarding_privacy_policyShown,1538410818201004000,e9ea2cc35b5f3927a5aa9473013c222c
onboarding_login_Type1,1538410818210005000,e9ea2cc35b5f3927a5aa9473013c222c
onboarding_privacy_policyAccepted,1538410820826011000,e9ea2cc35b5f3927a5aa9473013c222c
onboarding__loginFailure,1538410831431001000,e9ea2cc35b5f3927a5aa9473013c222c
onboarding_login_Type1_cancel,1538410831431002000,e9ea2cc35b5f3927a5aa9473013c222c
lost,1538410831431003000,e9ea2cc35b5f3927a5aa9473013c222c
onboarding_welcome_screen,1538369256316002000,a1a90dceb1f982097c2b57724c7c751b
onboarding_otherLogin__show,1538369261396003000,a1a90dceb1f982097c2b57724c7c751b
onboarding_otherLogin__close,1538369265027009000,a1a90dceb1f982097c2b57724c7c751b
onboarding__chooseLoginType,1538369269944001000,a1a90dceb1f982097c2b57724c7c751b
onboarding_privacy_policyShown,1538369269980002000,a1a90dceb1f982097c2b57724c7c751b
onboarding_login_Type1,1538369269992003000,a1a90dceb1f982097c2b57724c7c751b
onboarding_privacy_policyAccepted,1538369272113002000,a1a90dceb1f982097c2b57724c7c751b
onboarding__loginFailure,1538369294258004000,a1a90dceb1f982097c2b57724c7c751b
onboarding_login_Type1_cancel,1538369294258005000,a1a90dceb1f982097c2b57724c7c751b
onboarding_otherLogin__show,1538369295628012000,a1a90dceb1f982097c2b57724c7c751b
onboarding_otherLogin__chooseLoginType,1538369303778018000,a1a90dceb1f982097c2b57724c7c751b
onboarding_welcome_screen,1538369315819003000,a1a90dceb1f982097c2b57724c7c751b
onboarding_welcome_screen,1538369320096022000,a1a90dceb1f982097c2b57724c7c751b
passed,1538369349244075000,a1a90dceb1f982097c2b57724c7c751b
onboarding_welcome_screen,1538346030167002000,0751980a2368d53d29b9fac836653faa
lost,1538346030167003000,0751980a2368d53d29b9fac836653faa
onboarding_welcome_screen,1538374548406002000,afbddc1fe6532c29899982245f7ec696
onboarding__chooseLoginType,1538374550669008000,afbddc1fe6532c29899982245f7ec696
onboarding_privacy_policyShown,1538374550701009000,afbddc1fe6532c29899982245f7ec696
onboarding_login_Type2,1538374550712010000,afbddc1fe6532c29899982245f7ec696
onboarding_privacy_policyAccepted,1538374552006004000,afbddc1fe6532c29899982245f7ec696
passed,1538374572078002000,afbddc1fe6532c29899982245f7ec696
onboarding_welcome_screen,1538388245650002000,e0ca1557cd3fc5c324e6b9f247285c89
onboarding_otherLogin__show,1538388252424009000,e0ca1557cd3fc5c324e6b9f247285c89
onboarding_welcome_screen,1538388254401020000,e0ca1557cd3fc5c324e6b9f247285c89
onboarding_welcome_screen,1538388270081006000,e0ca1557cd3fc5c324e6b9f247285c89
onboarding_welcome_screen,1538388277550016000,e0ca1557cd3fc5c324e6b9f247285c89
onboarding_welcome_screen,1538388297050027000,e0ca1557cd3fc5c324e6b9f247285c89
onboarding_welcome_screen,1538388299027037000,e0ca1557cd3fc5c324e6b9f247285c89
passed,1538388299071039000,e0ca1557cd3fc5c324e6b9f247285c89
onboarding_welcome_screen,1538353487273002000,da56268c4be9c0930c1a25ab0ce97208
onboarding_welcome_screen,1538353499167002000,da56268c4be9c0930c1a25ab0ce97208
onboarding__chooseLoginType,1538353499820008000,da56268c4be9c0930c1a25ab0ce97208
onboarding_privacy_policyShown,1538353499843009000,da56268c4be9c0930c1a25ab0ce97208
onboarding_login_Type1,1538353499852010000,da56268c4be9c0930c1a25ab0ce97208
onboarding_privacy_policyAccepted,1538353503703003000,da56268c4be9c0930c1a25ab0ce97208
lost,1538353503703004000,da56268c4be9c0930c1a25ab0ce97208
onboarding_welcome_screen,1538402019229002000,04a238f35e412ee26d98dcb25af454fe
onboarding_otherLogin__show,1538402030609002000,04a238f35e412ee26d98dcb25af454fe
onboarding_otherLogin__chooseLoginType,1538402037223005000,04a238f35e412ee26d98dcb25af454fe
onboarding_otherLogin_privacy_policyShown,1538402037293006000,04a238f35e412ee26d98dcb25af454fe
onboarding_welcome_screen,1538402126857004000,04a238f35e412ee26d98dcb25af454fe
onboarding_welcome_screen,1538402138433013000,04a238f35e412ee26d98dcb25af454fe
passed,1538402183841019000,04a238f35e412ee26d98dcb25af454fe
onboarding_welcome_screen,1538425330313002000,651ab1848305ff95a4be1d8fb8746f65
onboarding_otherLogin__show,1538425334727005000,651ab1848305ff95a4be1d8fb8746f65
onboarding_otherLogin__close,1538425342291008000,651ab1848305ff95a4be1d8fb8746f65
onboarding_otherLogin__show,1538425346141005000,651ab1848305ff95a4be1d8fb8746f65
onboarding_otherLogin__chooseLoginType,1538425351825011000,651ab1848305ff95a4be1d8fb8746f65
onboarding_otherLogin_privacy_policyShown,1538425351868012000,651ab1848305ff95a4be1d8fb8746f65
onboarding_profile_edit_close,1538425365340023000,651ab1848305ff95a4be1d8fb8746f65
onboarding_otherLogin__show,1538425366627031000,651ab1848305ff95a4be1d8fb8746f65
onboarding_otherLogin__chooseLoginType,1538425368059037000,651ab1848305ff95a4be1d8fb8746f65
onboarding_welcome_screen,1538425383786009000,651ab1848305ff95a4be1d8fb8746f65
onboarding_welcome_screen,1538425397233021000,651ab1848305ff95a4be1d8fb8746f65
onboarding_welcome_screen,1538425401957029000,651ab1848305ff95a4be1d8fb8746f65
onboarding_welcome_screen,1538425405230038000,651ab1848305ff95a4be1d8fb8746f65
passed,1538425408138047000,651ab1848305ff95a4be1d8fb8746f65
onboarding_welcome_screen,1538412339133002000,36077afefba3f87945d9b6d179d67584
onboarding__chooseLoginType,1538412349974003000,36077afefba3f87945d9b6d179d67584
onboarding_privacy_policyShown,1538412350021004000,36077afefba3f87945d9b6d179d67584
onboarding_login_Type1,1538412350034005000,36077afefba3f87945d9b6d179d67584
onboarding_privacy_policyAccepted,1538412354169002000,36077afefba3f87945d9b6d179d67584
onboarding__loginFailure,1538412572321004000,36077afefba3f87945d9b6d179d67584
onboarding_login_Type1_cancel,1538412572323005000,36077afefba3f87945d9b6d179d67584
onboarding__chooseLoginType,1538412573702011000,36077afefba3f87945d9b6d179d67584
onboarding_login_Type1,1538412573709012000,36077afefba3f87945d9b6d179d67584
onboarding_welcome_screen,1538412767485008000,36077afefba3f87945d9b6d179d67584
onboarding_welcome_screen,1538412771227017000,36077afefba3f87945d9b6d179d67584
passed,1538412779481027000,36077afefba3f87945d9b6d179d67584
onboarding_welcome_screen,1538377389543003000,56d0a8fd0a7d4dd9ca1d809a7e1516b1
onboarding_welcome_screen,1538377404217002000,56d0a8fd0a7d4dd9ca1d809a7e1516b1
onboarding_welcome_screen,1538377414545003000,56d0a8fd0a7d4dd9ca1d809a7e1516b1
onboarding_welcome_screen,1538377416727005000,56d0a8fd0a7d4dd9ca1d809a7e1516b1
passed,1538377435287036000,56d0a8fd0a7d4dd9ca1d809a7e1516b1
onboarding_welcome_screen,1538423540636002000,e781a86dec0d7d4a099c281701d3c74a
onboarding_otherLogin__show,1538423559133005000,e781a86dec0d7d4a099c281701d3c74a
onboarding_otherLogin__close,1538423563163010000,e781a86dec0d7d4a099c281701d3c74a
onboarding__chooseLoginType,1538423565363017000,e781a86dec0d7d4a099c281701d3c74a
onboarding_privacy_policyShown,1538423565415018000,e781a86dec0d7d4a099c281701d3c74a
onboarding_login_Type2,1538423565429019000,e781a86dec0d7d4a099c281701d3c74a
onboarding_privacy_policyAccepted,1538423575666023000,e781a86dec0d7d4a099c281701d3c74a
onboarding_welcome_screen,1538423604601002000,e781a86dec0d7d4a099c281701d3c74a
onboarding__chooseLoginType,1538423607731004000,e781a86dec0d7d4a099c281701d3c74a
onboarding_privacy_policyShown,1538423607782005000,e781a86dec0d7d4a099c281701d3c74a
onboarding_login_Type2,1538423607797006000,e781a86dec0d7d4a099c281701d3c74a
onboarding_privacy_policyAccepted,1538423609034010000,e781a86dec0d7d4a099c281701d3c74a
lost,1538423609034011000,e781a86dec0d7d4a099c281701d3c74a
onboarding_welcome_screen,1538379945314002000,8b5671895c528c3525af520bd6e9fd1d
onboarding__chooseLoginType,1538379948645006000,8b5671895c528c3525af520bd6e9fd1d
onboarding_privacy_policyShown,1538379948681007000,8b5671895c528c3525af520bd6e9fd1d
onboarding_login_Type1,1538379948692008000,8b5671895c528c3525af520bd6e9fd1d
onboarding_privacy_policyAccepted,1538379950620017000,8b5671895c528c3525af520bd6e9fd1d
onboarding_welcome_screen,1538379962397009000,8b5671895c528c3525af520bd6e9fd1d
onboarding_welcome_screen,1538379976629004000,8b5671895c528c3525af520bd6e9fd1d
onboarding_welcome_screen,1538379985900025000,8b5671895c528c3525af520bd6e9fd1d
passed,1538379989896071000,8b5671895c528c3525af520bd6e9fd1d
onboarding_welcome_screen,1538344396416002000,a74d93da9741c488de392de7766e7ec0
onboarding_otherLogin__show,1538344408903019000,a74d93da9741c488de392de7766e7ec0
onboarding_otherLogin__chooseLoginType,1538344415669017000,a74d93da9741c488de392de7766e7ec0
onboarding_otherLogin_privacy_policyShown,1538344415724018000,a74d93da9741c488de392de7766e7ec0
onboarding_welcome_screen,1538344487174321000,a74d93da9741c488de392de7766e7ec0
onboarding_welcome_screen,1538344491347335000,a74d93da9741c488de392de7766e7ec0
onboarding_welcome_screen,1538344549204200000,a74d93da9741c488de392de7766e7ec0
onboarding_welcome_screen,1538344559733210000,a74d93da9741c488de392de7766e7ec0
passed,1538344564809221000,a74d93da9741c488de392de7766e7ec0
onboarding_welcome_screen,1538418432617002000,f1ffab573d72c4be67e9ef3f376513a8
onboarding__chooseLoginType,1538418439942003000,f1ffab573d72c4be67e9ef3f376513a8
onboarding_privacy_policyShown,1538418440005004000,f1ffab573d72c4be67e9ef3f376513a8
onboarding_login_Type1,1538418440015005000,f1ffab573d72c4be67e9ef3f376513a8
onboarding_privacy_policyAccepted,1538418443259008000,f1ffab573d72c4be67e9ef3f376513a8
onboarding_welcome_screen,1538418453788010000,f1ffab573d72c4be67e9ef3f376513a8
onboarding_welcome_screen,1538418456891019000,f1ffab573d72c4be67e9ef3f376513a8
passed,1538418474609063000,f1ffab573d72c4be67e9ef3f376513a8
onboarding_welcome_screen,1538375511180002000,c186484b7d17876b3ac7b3592b1497ff
onboarding__chooseLoginType,1538375520611018000,c186484b7d17876b3ac7b3592b1497ff
onboarding_privacy_policyShown,1538375520721019000,c186484b7d17876b3ac7b3592b1497ff
onboarding_login_Type1,1538375520741020000,c186484b7d17876b3ac7b3592b1497ff
onboarding_privacy_policyAccepted,1538375523859031000,c186484b7d17876b3ac7b3592b1497ff
onboarding_welcome_screen,1538375544949010000,c186484b7d17876b3ac7b3592b1497ff
onboarding_welcome_screen,1538375552031023000,c186484b7d17876b3ac7b3592b1497ff
passed,1538375576578089000,c186484b7d17876b3ac7b3592b1497ff
onboarding_welcome_screen,1538399328276002000,36da4e778cc0262a3a255dbaf9f0731f
onboarding__chooseLoginType,1538399336268003000,36da4e778cc0262a3a255dbaf9f0731f
onboarding_privacy_policyShown,1538399336330004000,36da4e778cc0262a3a255dbaf9f0731f
onboarding_login_Type1,1538399336342005000,36da4e778cc0262a3a255dbaf9f0731f
onboarding_privacy_policyAccepted,1538399339283009000,36da4e778cc0262a3a255dbaf9f0731f
onboarding_welcome_screen,1538399362648014000,36da4e778cc0262a3a255dbaf9f0731f
onboarding_welcome_screen,1538399364939023000,36da4e778cc0262a3a255dbaf9f0731f
passed,1538399378508063000,36da4e778cc0262a3a255dbaf9f0731f
onboarding_welcome_screen,1538423401710002000,df4f1c3f99eeff5e507a9114a06487d6
onboarding_otherLogin__show,1538423411821003000,df4f1c3f99eeff5e507a9114a06487d6
onboarding_otherLogin__chooseLoginType,1538423415404002000,df4f1c3f99eeff5e507a9114a06487d6
onboarding_otherLogin_privacy_policyShown,1538423415450003000,df4f1c3f99eeff5e507a9114a06487d6
onboarding_welcome_screen,1538423485168102000,df4f1c3f99eeff5e507a9114a06487d6
onboarding_welcome_screen,1538423489438111000,df4f1c3f99eeff5e507a9114a06487d6
passed,1538423507366131000,df4f1c3f99eeff5e507a9114a06487d6
onboarding_welcome_screen,1538419793128002000,a29d537fc472bbfd37cf79c458467fdf
onboarding_otherLogin__show,1538419800898007000,a29d537fc472bbfd37cf79c458467fdf
onboarding_welcome_screen,1538419805473016000,a29d537fc472bbfd37cf79c458467fdf
onboarding_welcome_screen,1538419807778005000,a29d537fc472bbfd37cf79c458467fdf
onboarding_welcome_screen,1538419819869015000,a29d537fc472bbfd37cf79c458467fdf
onboarding_welcome_screen,1538419823454021000,a29d537fc472bbfd37cf79c458467fdf
